,차종,전장(mm),전폭(㎜),전고(㎜),축거(㎜)
2,쌍용 체어맨 W::Luxury 4-Tronic,"5,135","1,895","1,495","2,970"
3,쌍용 체어맨 W::Prestige,"5,135","1,895","1,495","2,970"
4,쌍용 체어맨 W::Prestige 4-Tronic,"5,135","1,895","1,495","2,970"
5,쌍용 체어맨 W::VIP,"5,135","1,895","1,495","2,970"
1,쌍용 체어맨 W::Executive,"5,135","1,895","1,495","2,970"
2,쌍용 체어맨 W::Executive 4-Tronic,"5,135","1,895","1,495","2,970"
3,쌍용 체어맨 W::Prestige,"5,135","1,895","1,495","2,970"
4,쌍용 체어맨 W::Prestige 4-Tronic,"5,135","1,895","1,495","2,970"
5,쌍용 체어맨 W::VIP,"5,135","1,895","1,495","2,970"
6,쌍용 체어맨 W::VVIP,"5,135","1,895","1,495","2,970"
7,쌍용 체어맨 W::Limousine,"5,435","1,895","1,495","3,270"
8,쌍용 체어맨 W::Limousine 4-Tronic,"5,435","1,895","1,495","3,270"
1,쌍용 체어맨 W::VVIP,"5,135","1,895","1,495","2,970"
2,쌍용 체어맨 W::BOW Edition,"5,135","1,895","1,495","2,970"
3,쌍용 체어맨 W::Summit,"5,435","1,895","1,495","3,270"
1,BMW 1 Series::Urban Line,"4,324","1,765","1,421","2,690"
2,BMW 1 Series::Urban Line Pack1,"4,324","1,765","1,421","2,690"
3,BMW 1 Series::Urban Line Pack2,"4,324","1,765","1,421","2,690"
4,BMW 1 Series::Urban Line Pack2 ConnectedDrive,"4,324","1,765","1,421","2,690"
5,BMW 1 Series::Sport Line,"4,324","1,765","1,421","2,690"
6,BMW 1 Series::Sport Line Pack1,"4,324","1,765","1,421","2,690"
7,BMW 1 Series::Sport Line Pack1 ConnectedDrive,"4,324","1,765","1,421","2,690"
8,BMW 1 Series::Sport Line Pack2,"4,324","1,765","1,421","2,690"
9,BMW 1 Series::Sport Line Pack2 ConnectedDrive,"4,324","1,765","1,421","2,690"
1,BMW 4 Series::420d Luxury,"4,638","1,825","1,362","2,810"
2,BMW 4 Series::420d Sport xDrive,"4,638","1,825","1,362","2,810"
3,BMW 4 Series::428i M Sport Edition,"4,638","1,825","1,362","2,810"
1,르노삼성 뉴 SM5 플래티넘::D,"4,885","1,860","1,485","2,760"
2,르노삼성 뉴 SM5 플래티넘::D Special,"4,885","1,860","1,485","2,760"
1,BMW 3 Series::320d ED Edition,"4,624","1,811","1,416","2,810"
2,BMW 3 Series::320d,"4,624","1,811","1,429","2,810"
3,BMW 3 Series::320d xDrive,"4,624","1,811","1,434","2,810"
4,BMW 3 Series::320d Sport,"4,624","1,811","1,429","2,810"
5,BMW 3 Series::320d Luxury,"4,624","1,811","1,429","2,810"
6,BMW 3 Series::320i,"4,624","1,811","1,429","2,810"
7,BMW 3 Series::325d Sport,"4,624","1,811","1,429","2,810"
8,BMW 3 Series::328i Sport,"4,624","1,811","1,429","2,810"
1,BMW 3 Series::320d,"4,624","1,811","1,429","2,810"
2,BMW 3 Series::320d xDrive,"4,624","1,811","1,429","2,810"
3,BMW 3 Series::320d M Sport Edition,"4,624","1,811","1,429","2,810"
1,BMW Gran Turismo::320 GT,"4,824","1,828","1,489","2,920"
2,BMW Gran Turismo::320 GT Luxury Line,"4,824","1,828","1,489","2,920"
3,BMW Gran Turismo::320d GT xDrive,"4,824","1,828","1,489","2,920"
4,BMW Gran Turismo::320d GT Sport xDrive,"4,824","1,828","1,489","2,920"
1,BMW 5 Series::520d,"4,907","1,860","1,464","2,968"
2,BMW 5 Series::520d xDrive,"4,907","1,860","1,464","2,968"
3,BMW 5 Series::520d Luxury,"4,907","1,860","1,464","2,968"
4,BMW 5 Series::520d Luxury xDrive,"4,907","1,860","1,464","2,968"
5,BMW 5 Series::525d,"4,907","1,860","1,464","2,968"
6,BMW 5 Series::525d xDrive,"4,907","1,860","1,464","2,968"
7,BMW 5 Series::528i,"4,907","1,860","1,464","2,968"
8,BMW 5 Series::528i xDrive,"4,907","1,860","1,464","2,968"
9,BMW 5 Series::528i Luxury,"4,907","1,860","1,464","2,968"
10,BMW 5 Series::528i Luxury xDrive,"4,907","1,860","1,464","2,968"
11,BMW 5 Series::530d M Sport Edition xDrive,"4,907","1,860","1,464","2,968"
12,BMW 5 Series::535d M Sport Edition,"4,907","1,860","1,464","2,968"
13,BMW 5 Series::535i xDrive,"4,907","1,860","1,464","2,968"
14,BMW 5 Series::M550d M Sport Edition,"4,910","1,860","1,454","2,968"
1,BMW Gran Turismo::GT ED Edition Luxury,"5,004","1,901","1,559","3,070"
2,BMW Gran Turismo::GT 30d Luxury,"5,004","1,901","1,559","3,070"
3,BMW Gran Turismo::GT 30d Luxury xDrive,"5,004","1,901","1,559","3,070"
4,BMW Gran Turismo::GT 35i Luxury xDrive,"5,004","1,901","1,559","3,070"
1,BMW M5::M5,"4,910","1,891","1,467","2,964"
1,BMW 6 Series::640i,"5,007","1,894","1,392","2,968"
2,BMW 6 Series::640d xDrive,"5,007","1,894","1,392","2,968"
3,BMW 6 Series::640d M Sport Edition xDrive,"5,007","1,894","1,392","2,968"
1,BMW 6 Series::650i Convertible,"4,894","1,894","1,365","2,855"
1,BMW M6::Coupe,"4,898","1,899","1,374","2,851"
1,BMW M6::Gran Coupe,"5,011","1,899","1,393","2,964"
1,BMW 7 Series::730d,"5,079","1,902","1,471","3,070"
2,BMW 7 Series::730d xDrive,"5,079","1,902","1,471","3,070"
3,BMW 7 Series::730d M Sport Edition xDrive,"5,079","1,902","1,471","3,070"
4,BMW 7 Series::730Ld,"5,219","1,902","1,481","3,210"
5,BMW 7 Series::730Ld B&O Edition,"5,219","1,902","1,481","3,210"
6,BMW 7 Series::730Ld Individual Edition,"5,219","1,902","1,481","3,210"
7,BMW 7 Series::740d,"5,079","1,902","1,471","3,070"
8,BMW 7 Series::740d xDrive,"5,079","1,902","1,471","3,070"
9,BMW 7 Series::740d Individual Edition xDrive,"5,079","1,902","1,471","3,070"
10,BMW 7 Series::740d M Sport Edition xDrive,"5,079","1,902","1,471","3,070"
11,BMW 7 Series::740i,"5,079","1,902","1,471","3,070"
12,BMW 7 Series::740Li,"5,219","1,902","1,481","3,210"
13,BMW 7 Series::740Li B&O Edition,"5,219","1,902","1,481","3,210"
14,BMW 7 Series::740 LiIndividual Edition,"5,219","1,902","1,481","3,210"
15,BMW 7 Series::750Li,"5,219","1,902","1,481","3,210"
16,BMW 7 Series::750Li xDrive,"5,219","1,902","1,481","3,210"
17,BMW 7 Series::750Li B&O Edition xDrive,"5,219","1,902","1,481","3,210"
18,BMW 7 Series::750Li Individual Edition xDrive,"5,219","1,902","1,481","3,210"
19,BMW 7 Series::760Li Individual,"5,219","1,902","1,481","3,210"
1,BMW 1 Series::118d Urban Line,"4,324","1,765","1,421","2,690"
2,BMW 1 Series::118d Urban Line Pack1,"4,324","1,765","1,421","2,690"
3,BMW 1 Series::118d Urban Line Pack2,"4,324","1,765","1,421","2,690"
4,BMW 1 Series::118d Urban Line Pack2 CD,"4,324","1,765","1,421","2,690"
5,BMW 1 Series::120d Sport Line,"4,324","1,765","1,421","2,690"
6,BMW 1 Series::120d Sport Line Pack1,"4,324","1,765","1,421","2,690"
7,BMW 1 Series::120d Sport Line Pack1 CD,"4,324","1,765","1,421","2,690"
8,BMW 1 Series::120d Sport Line Pack2,"4,324","1,765","1,421","2,690"
9,BMW 1 Series::120d Sport Line Pack2 CD,"4,324","1,765","1,421","2,690"
1,BMW 2 Series::220d M Launch Pkg,"4,432","1,774","1,418","2,690"
2,BMW 2 Series::220d M Sport Pkg,"4,432","1,774","1,418","2,690"
1,BMW 3 Series::320d ED Edition CD,"4,624","1,811","1,416","2,810"
2,BMW 3 Series::320d CD,"4,624","1,811","1,429","2,810"
3,BMW 3 Series::320d CD xDrive,"4,624","1,811","1,434","2,810"
4,BMW 3 Series::320d Sport CD,"4,624","1,811","1,429","2,810"
5,BMW 3 Series::320d Luxury CD,"4,624","1,811","1,429","2,810"
6,BMW 3 Series::320i CD,"4,624","1,811","1,429","2,810"
7,BMW 3 Series::325d CD,"4,624","1,811","1,429","2,810"
8,BMW 3 Series::325d Sport CD,"4,624","1,811","1,429","2,810"
9,BMW 3 Series::328i Sport CD,"4,624","1,811","1,429","2,810"
1,BMW 3 Series::320d CD,"4,624","1,811","1,429","2,810"
2,BMW 3 Series::320d CD xDrive,"4,624","1,811","1,429","2,810"
3,BMW 3 Series::320d M Sport Edition CD,"4,624","1,811","1,429","2,810"
1,BMW 4 Series::420d Luxury CD,"4,638","1,825","1,362","2,810"
2,BMW 4 Series::420d Sport CD xDrive,"4,638","1,825","1,362","2,810"
3,BMW 4 Series::420i Launch Package,"4,638","1,825","1,362","2,810"
4,BMW 4 Series::420i,"4,638","1,825","1,362","2,810"
5,BMW 4 Series::428i M Sport Edition CD,"4,638","1,825","1,362","2,810"
1,BMW 4 Series::428i,"4,638","1,825","1,384","2,810"
2,BMW 4 Series::428i M Sport Pkg,"4,638","1,825","1,384","2,810"
1,BMW 5 Series::520d CD,"4,907","1,860","1,464","2,968"
2,BMW 5 Series::520d CD xDrive,"4,907","1,860","1,464","2,968"
3,BMW 5 Series::520d Luxury CD,"4,907","1,860","1,464","2,968"
4,BMW 5 Series::520d Luxury CD xDrive,"4,907","1,860","1,464","2,968"
5,BMW 5 Series::525d CD,"4,907","1,860","1,464","2,968"
6,BMW 5 Series::525d CD xDrive,"4,907","1,860","1,464","2,968"
7,BMW 5 Series::528i CD,"4,907","1,860","1,464","2,968"
8,BMW 5 Series::528i CD xDrive,"4,907","1,860","1,464","2,968"
9,BMW 5 Series::528i Luxury CD,"4,907","1,860","1,464","2,968"
10,BMW 5 Series::528i Luxury CD xDrive,"4,907","1,860","1,464","2,968"
11,BMW 5 Series::530d M Sport Edition CD xDrive,"4,907","1,860","1,464","2,968"
12,BMW 5 Series::535d M Sport Edition CD,"4,907","1,860","1,464","2,968"
13,BMW 5 Series::535i xDrive,"4,907","1,860","1,464","2,968"
14,BMW 5 Series::M550d M Sport Edition CD,"4,910","1,860","1,454","2,968"
1,BMW 5 Series::520d,"4,907","1,860","1,462","2,968"
2,BMW 5 Series::525d xDrive,"4,907","1,860","1,462","2,968"
3,BMW 5 Series::525d M sport Edition xDrive,"4,907","1,860","1,462","2,968"
1,BMW Gran Turismo::GT ED Edition Luxury CD,"5,004","1,901","1,559","3,070"
2,BMW Gran Turismo::GT 30d Luxury CD,"5,004","1,901","1,559","3,070"
3,BMW Gran Turismo::GT 30d Luxury CD xDrive,"5,004","1,901","1,559","3,070"
4,BMW Gran Turismo::GT 35i Luxury CD xDrive,"5,004","1,901","1,559","3,070"
1,BMW Gran Turismo::320 GT CD,"4,824","1,828","1,489","2,920"
2,BMW Gran Turismo::320 GT Luxury Line CD,"4,824","1,828","1,489","2,920"
3,BMW Gran Turismo::320d GT CD xDrive,"4,824","1,828","1,489","2,920"
4,BMW Gran Turismo::320d GT Sport CD xDrive,"4,824","1,828","1,489","2,920"
1,BMW 6 Series::640i CD,"5,007","1,894","1,392","2,968"
2,BMW 6 Series::640d CD xDrive,"5,007","1,894","1,392","2,968"
3,BMW 6 Series::640d M Sport Edition xDrive,"5,007","1,894","1,392","2,968"
1,BMW 6 Series::650i CD,"4,894","1,894","1,365","2,855"
1,BMW 7 Series::730d,"5,079","1,902","1,471","3,070"
2,BMW 7 Series::730d CD xDrive,"5,079","1,902","1,471","3,070"
3,BMW 7 Series::730d M Sport Edition xDrive,"5,079","1,902","1,471","3,070"
4,BMW 7 Series::730Ld CD,"5,219","1,902","1,481","3,210"
5,BMW 7 Series::730Ld Individual Edition CD,"5,219","1,902","1,481","3,210"
6,BMW 7 Series::730Ld B&O Edition CD,"5,219","1,902","1,481","3,210"
7,BMW 7 Series::740d,"5,079","1,902","1,471","3,070"
8,BMW 7 Series::740d M Sport Edition xDrive,"5,079","1,902","1,471","3,070"
9,BMW 7 Series::740d CD xDrive,"5,079","1,902","1,471","3,070"
10,BMW 7 Series::740d Individual Edition CD xDrive,"5,079","1,902","1,471","3,070"
11,BMW 7 Series::740i,"5,079","1,902","1,471","3,070"
12,BMW 7 Series::740Li CD,"5,219","1,902","1,481","3,210"
13,BMW 7 Series::740 LiIndividual Edition CD,"5,219","1,902","1,481","3,210"
14,BMW 7 Series::740Li B&O Edition CD,"5,219","1,902","1,481","3,210"
15,BMW 7 Series::750Li,"5,219","1,902","1,481","3,210"
16,BMW 7 Series::750Li CD xDrive,"5,219","1,902","1,481","3,210"
17,BMW 7 Series::750Li Individual Edition CD xDrive,"5,219","1,902","1,481","3,210"
18,BMW 7 Series::750Li B&O Edition CD xDrive,"5,219","1,902","1,481","3,210"
19,BMW 7 Series::760Li Individual CD,"5,219","1,902","1,481","3,210"
1,BMW M5::CD,"4,910","1,891","1,467","2,964"
1,BMW M6::CD,"4,898","1,899","1,374","2,851"
1,BMW M6::CD,"5,011","1,899","1,393","2,964"
1,BMW X1::18d xDrive,"4,454","1,798","1,545","2,760"
2,BMW X1::18d High xDrive,"4,454","1,798","1,545","2,760"
3,BMW X1::20d xDrive,"4,454","1,798","1,545","2,760"
4,BMW X1::25d High xDrive,"4,454","1,798","1,545","2,760"
5,BMW X1::25d Sport xDrive,"4,454","1,798","1,545","2,760"
1,BMW Z4::28i sDrive,"4,239","1,790","1,291","2,496"
2,BMW Z4::35is sDrive,"4,244","1,790","1,284","2,496"
1,기아 카니발::럭셔리,"5,115","1,985","2,040","3,060"
2,기아 카니발::프레스티지,"5,115","1,985","2,040","3,060"
1,기아 카니발::럭셔리,"5,115","1,985","2,040","3,060"
2,기아 카니발::프레스티지,"5,115","1,985","2,040","3,060"
1,푸조 308::1.6 BlueHDi Active,"4,255","1,805","1,470","2,620"
2,푸조 308::1.6 BlueHDi Allure,"4,255","1,805","1,470","2,620"
3,푸조 308::2.0 BlueHDi ECO Turbo,"4,255","1,805","1,470","2,620"
4,푸조 308::2.0 BlueHDi Active,"4,255","1,805","1,470","2,620"
5,푸조 308::2.0 BlueHDi Allure,"4,255","1,805","1,470","2,620"
6,푸조 308::2.0 BlueHDi Feline,"4,255","1,805","1,470","2,620"
1,기아 쏘울::럭셔리,"4,140","1,800","1,600","2,570"
2,기아 쏘울::럭셔리,"4,140","1,800","1,600","2,570"
3,기아 쏘울::프레스티지,"4,140","1,800","1,600","2,570"
4,기아 쏘울::노블레스,"4,140","1,800","1,600","2,570"
5,기아 쏘울::레드존,"4,140","1,800","1,600","2,570"
1,기아 쏘울::프레스티지,"4,140","1,800","1,600","2,570"
2,기아 쏘울::노블레스,"4,140","1,800","1,600","2,570"
3,기아 쏘울::액티브존,"4,140","1,800","1,600","2,570"
1,쉐보레 말리부::LS 디럭스 팩,"4,865","1,855","1,465","2,737"
2,쉐보레 말리부::LT 디럭스 팩,"4,865","1,855","1,465","2,737"
3,쉐보레 말리부::LT 프리미엄 팩,"4,865","1,855","1,465","2,737"
1,르노삼성 뉴 SM5 플래티넘::SE Plus,"4,885","1,850","1,485","2,760"
2,르노삼성 뉴 SM5 플래티넘::LE,"4,885","1,850","1,485","2,760"
3,르노삼성 뉴 SM5 플래티넘::LE S/S 컬렉션,"4,885","1,850","1,485","2,760"
4,르노삼성 뉴 SM5 플래티넘::RE,"4,885","1,850","1,485","2,760"
5,르노삼성 뉴 SM5 플래티넘::RE S/S 컬렉션,"4,885","1,850","1,485","2,760"
1,쉐보레 스파크::LS+ C-Tech,"3,595","1,595","1,520","2,375"
2,쉐보레 스파크::LT C-Tech,"3,595","1,595","1,520","2,375"
1,르노삼성 뉴 SM5 플래티넘::TCE,"4,885","1,860","1,495","2,760"
2,르노삼성 뉴 SM5 플래티넘::TCE S/S 컬렉션,"4,885","1,860","1,495","2,760"
1,쌍용 코란도 스포츠::CX5(2WD) ECO,"4,990","1,910","1,790","3,060"
2,쌍용 코란도 스포츠::CX5(2WD) ECO,"4,990","1,910","1,790","3,060"
3,쌍용 코란도 스포츠::CX5(2WD) CLUB,"4,990","1,910","1,790","3,060"
4,쌍용 코란도 스포츠::CX5(2WD) PASSION,"4,990","1,910","1,790","3,060"
5,쌍용 코란도 스포츠::CX7(4WD) Mania,"4,990","1,910","1,790","3,060"
6,쌍용 코란도 스포츠::CX7(4WD) CLUB,"4,990","1,910","1,790","3,060"
7,쌍용 코란도 스포츠::CX7(4WD) PASSION,"4,990","1,910","1,790","3,060"
8,쌍용 코란도 스포츠::CX7(4WD) Adventure 60th Edition,"4,990","1,910","1,790","3,060"
9,쌍용 코란도 스포츠::CX7(4WD) VISION,"4,990","1,910","1,790","3,060"
1,벤츠 A-Class::A 200 CDI,"4,305","1,770","1,445","2,700"
2,벤츠 A-Class::A 200 CDI Style,"4,305","1,770","1,445","2,700"
3,벤츠 A-Class::A 200 CDI Night,"4,305","1,770","1,445","2,700"
1,벤츠 B-Class::B 200 CDI,"4,360","1,790","1,580","2,700"
1,벤츠 CLA-Class::CLA 200 CDI,"4,630","1,775","1,435","2,700"
2,벤츠 CLA-Class::CLA 250 4Matic,"4,630","1,775","1,435","2,700"
3,벤츠 CLA-Class::CLA 45 AMG 4Matic,"4,690","1,775","1,430","2,700"
1,벤츠 C-Class::C 220 CDI,"4,630","1,770","1,420","2,760"
2,벤츠 C-Class::C 63 AMG,"4,710","1,795","1,390","2,765"
1,르노삼성 뉴 SM5 플래티넘::PE,"4,885","1,860","1,485","2,760"
2,르노삼성 뉴 SM5 플래티넘::SE,"4,885","1,860","1,485","2,760"
3,르노삼성 뉴 SM5 플래티넘::SE S/S 컬렉션,"4,885","1,860","1,485","2,760"
4,르노삼성 뉴 SM5 플래티넘::LE,"4,885","1,860","1,485","2,760"
5,르노삼성 뉴 SM5 플래티넘::LE S/S 컬렉션,"4,885","1,860","1,485","2,760"
6,르노삼성 뉴 SM5 플래티넘::RE,"4,885","1,860","1,485","2,760"
7,르노삼성 뉴 SM5 플래티넘::RE S/S 컬렉션,"4,885","1,860","1,485","2,760"
1,벤츠 E-Class::E 200,"4,740","1,790","1,400","2,760"
2,벤츠 E-Class::E 350,"4,740","1,790","1,400","2,760"
1,벤츠 E-Class::E 200,"4,740","1,790","1,400","2,760"
2,벤츠 E-Class::E 350,"4,740","1,790","1,400","2,760"
1,르노삼성 뉴 SM5 플래티넘::고급형,"4,885","1,860","1,485","2,760"
2,르노삼성 뉴 SM5 플래티넘::최고급형,"4,885","1,860","1,485","2,760"
1,벤츠 S-Class::S 350 BlueTEC,"5,120","1,900","1,500","3,035"
2,벤츠 S-Class::S 350 BlueTEC Long,"5,250","1,900","1,500","3,165"
3,벤츠 S-Class::S 350 BlueTEC 4Matic,"5,120","1,900","1,500","3,035"
4,벤츠 S-Class::S 350 BlueTEC Long (Rear View Camera),"5,220","1,900","1,500","3,165"
5,벤츠 S-Class::S 400 Long,"5,250","1,900","1,500","3,165"
6,벤츠 S-Class::S 400 Long 4Matic,"5,250","1,900","1,500","3,165"
7,벤츠 S-Class::S 500 Long,"5,250","1,900","1,500","3,165"
8,벤츠 S-Class::S 500 Long 4Matic,"5,250","1,900","1,500","3,165"
9,벤츠 S-Class::S 600 Long,"5,250","1,900","1,500","3,165"
10,벤츠 S-Class::S 63 AMG Long 4Matic,"5,300","1,910","1,500","3,165"
11,벤츠 S-Class::S 63 AMG Coupe 4Matic,"5,045","1,915","1,435","2,945"
1,벤츠 CL-Class::CL 63 AMG,"5,070","1,900","1,400","2,955"
1,벤츠 CLS-Class::CLS 250 CDI,"4,955","1,880","1,440","2,875"
1,기아 더 뉴 K5::디럭스,"4,845","1,835","1,465","2,795"
2,기아 더 뉴 K5::디럭스,"4,845","1,835","1,465","2,795"
3,기아 더 뉴 K5::프레스티지,"4,845","1,835","1,465","2,795"
1,벤츠 CLS-Class::CLS 250 CDI,"4,945","1,885","1,430","2,875"
2,벤츠 CLS-Class::CLS 350 AMG Sports Package,"4,945","1,885","1,400","2,875"
3,벤츠 CLS-Class::CLS 63 AMG 4Matic,"4,940","1,881","1,416","2,874"
4,벤츠 CLS-Class::CLS 63 AMG S 4Matic,"4,940","1,881","1,416","2,874"
1,기아 더 뉴 스포티지 R::럭셔리,"4,440","1,855","1,635","2,640"
2,기아 더 뉴 스포티지 R::럭셔리,"4,440","1,855","1,635","2,640"
3,기아 더 뉴 스포티지 R::트렌디,"4,440","1,855","1,645","2,640"
4,기아 더 뉴 스포티지 R::프레스티지,"4,440","1,855","1,645","2,640"
5,기아 더 뉴 스포티지 R::노블레스,"4,440","1,855","1,645","2,640"
1,기아 더 뉴 스포티지 R::트렌디,"4,440","1,855","1,645","2,640"
2,기아 더 뉴 스포티지 R::프레스티지,"4,440","1,855","1,645","2,640"
3,기아 더 뉴 스포티지 R::노블레스,"4,440","1,855","1,645","2,640"
1,기아 더 뉴 스포티지 R::럭셔리,"4,450","1,855","1,635","2,640"
2,기아 더 뉴 스포티지 R::트렌디,"4,450","1,855","1,645","2,640"
1,벤츠 SL-Class::SL 63 AMG,"4,640","1,885","1,310","2,585"
1,벤츠 SLK-Class::SLK 200,"4,140","1,835","1,325","2,430"
2,벤츠 SLK-Class::SLK 350,"4,140","1,835","1,315","2,430"
3,벤츠 SLK-Class::SLK 55 AMG,"4,140","1,820","1,315","2,430"
1,벤츠 GLK-Class::GLK 220 CDI 4Matic,"4,535","1,840","1,670","2,755"
2,벤츠 GLK-Class::GLK 220 CDI Premium 4Matic,"4,535","1,840","1,670","2,755"
1,벤츠 G-Class::G 350 BlueTEC,"4,725","1,770","1,970","2,850"
2,벤츠 G-Class::G 63 AMG,"4,760","1,865","1,975","2,850"
1,폭스바겐 Polo::1.6 TDI R-Line,"3,970","1,685","1,450","2,456"
1,폭스바겐 Golf::2.0 GTD,"4,255","1,800","1,450","2,640"
2,폭스바겐 Golf::2.0 GTI,"4,255","1,800","1,450","2,640"
1,폭스바겐 Scirocco::2.0 TDi R-Line,"4,250","1,820","1,395","2,578"
1,폭스바겐 Tiguan::2.0 TDI BMT,"4,430","1,810","1,705","2,604"
2,폭스바겐 Tiguan::2.0 TDI BMT Premium,"4,430","1,810","1,705","2,604"
3,폭스바겐 Tiguan::2.0 TDI BMT R-Line,"4,430","1,810","1,705","2,604"
1,폭스바겐 CC::2.0 TSI,"4,800","1,855","1,420","2,710"
2,폭스바겐 CC::2.0 TDI BMT,"4,800","1,855","1,420","2,710"
3,폭스바겐 CC::2.0 TDI BMT R-Line,"4,800","1,855","1,420","2,710"
4,폭스바겐 CC::2.0 TDI 4MOTION,"4,800","1,855","1,420","2,710"
1,폭스바겐 Touareg::3.0 TDI BMT,"4,795","1,940","1,735","2,893"
2,폭스바겐 Touareg::4.2 TDI R-Line,"4,795","1,940","1,735","2,893"
1,폭스바겐 Phaeton::3.0 V6 TDI NWB,"5,060","1,905","1,450","2,880"
2,폭스바겐 Phaeton::4.2 V8 LWB,"5,180","1,905","1,450","3,000"
1,아우디 A4::2.0 TDi,"4,701","1,826","1,427","2,808"
2,아우디 A4::2.0 TDi Dynamic,"4,701","1,826","1,427","2,808"
3,아우디 A4::2.0 TDi Quattro,"4,701","1,826","1,427","2,808"
4,아우디 A4::2.0 TDi Quattro Dynamic,"4,701","1,826","1,427","2,808"
5,아우디 A4::2.0 TDi Quattro Prestige,"4,701","1,826","1,427","2,808"
6,아우디 A4::2.0 TFSi Quattro,"4,701","1,826","1,427","2,808"
7,아우디 A4::2.0 TFSi Quattro Dynamic,"4,701","1,826","1,427","2,808"
8,아우디 A4::2.0 TFSi Quattro Prestige,"4,701","1,826","1,427","2,808"
1,아우디 A4::S4 3.0 TFSi Quattro,"4,716","1,826","1,406","2,811"
1,아우디 A5::2.0 TDI Quattro,"4,712","1,854","1,391","2,810"
2,아우디 A5::2.0 TDI Quattro Dynamic,"4,712","1,854","1,391","2,810"
1,아우디 A5::2.0 TFSi Quattro,"4,626","1,854","1,372","2,751"
1,아우디 A5::2.0 TFSi Quattro,"4,626","1,854","1,383","2,751"
1,아우디 A5::S5 3.0 TFSi Quattro,"4,640","1,854","1,369","2,751"
2,아우디 A5::RS5 4.2 FSi Quattro,"4,649","1,860","1,366","2,751"
3,아우디 A5::RS5 4.2 FSi Quattro Exclusive,"4,649","1,860","1,366","2,751"
1,아우디 A6::2.0 TDI,"4,915","1,874","1,455","2,912"
2,아우디 A6::2.0 TDI Dynamic LED,"4,915","1,874","1,455","2,912"
3,아우디 A6::2.0 TFSi Quattro Dynamic LED,"4,915","1,874","1,455","2,912"
4,아우디 A6::3.0 TFSi Quattro LED,"4,915","1,874","1,455","2,912"
5,아우디 A6::3.0 TFSi Quattro Dynamic LED,"4,915","1,874","1,455","2,912"
6,아우디 A6::3.0 TDi Quattro,"4,915","1,874","1,455","2,912"
7,아우디 A6::3.0 TDi Quattro LED,"4,915","1,874","1,455","2,912"
8,아우디 A6::3.0 TDi Quattro Dynamic LED,"4,915","1,874","1,455","2,912"
1,아우디 A6::S6 4.0 TFSi Quattro,"4,931","1,874","1,440","2,912"
1,아우디 A7::3.0 TFSi Quattro,"4,969","1,911","1,420","2,914"
2,아우디 A7::3.0 TFSi Quattro Dynamic,"4,969","1,911","1,420","2,914"
3,아우디 A7::3.0 TFSi Quattro Prestige S-Line,"4,969","1,911","1,420","2,914"
4,아우디 A7::3.0 TDi Quattro,"4,969","1,911","1,420","2,914"
5,아우디 A7::3.0 TDi Quattro Dynamic,"4,969","1,911","1,420","2,914"
6,아우디 A7::55 TDI Quattro Dynamic,"4,969","1,911","1,420","2,914"
7,아우디 A7::55 TDI Quattro Prestige,"4,969","1,911","1,420","2,914"
1,아우디 A7::4.0 TFSi Quattro,"4,980","1,911","1,408","2,914"
1,아우디 A7::4.0 TFSI quattro,"5,012","1,911","1,419","2,915"
1,아우디 Q3::2.0 TDi Quattro (140hp), , , , 
2,아우디 Q3::2.0 TDi Quattro Dynamic (177hp), , , , 
1,아우디 Q5::2.0 TDI Quattro, , , , 
2,아우디 Q5::2.0 TDI Quattro Dynamic, , , , 
3,아우디 Q5::3.0 TDI Quattro, , , , 
4,아우디 Q5::3.0 TDI Quattro Dynamic, , , , 
1,아우디 Q5::3.0 TDI Quattro, , , , 
1,아우디 Q7::3.0 TDi Quattro, , , , 
2,아우디 Q7::3.0 TDi Quattro Dynamic, , , , 
3,아우디 Q7::4.2 TDi Quattro Prestige, , , , 
1,아우디 TT::TTS 2.0 TFSi Quattro Competition, , , , 
2,아우디 TT::TT 2.0 TFSi Quattro, , , , 
1,아우디 TT::TTS-R 2.0 TFSi Quattro Competition, , , , 
2,아우디 TT::TT-R 2.0 TFSi Quattro, , , , 
1,아우디 R8::V10 plus coupe, , , , 
2,아우디 R8::V10 plus coupe Exclusive, , , , 
1,아우디 R8::V10 Spyder, , , , 
2,아우디 R8::V10 Spyder Exclusive, , , , 
1,아우디 A8::50 TDI QUATTRO, , , , 
2,아우디 A8::60 TDI QUATTRO, , , , 
1,아우디 A8::L50 TDI QUATTRO, , , , 
2,아우디 A8::L50 TFSI QUATTRO, , , , 
3,아우디 A8::L60 TFSI QUATTRO (5-seater), , , , 
4,아우디 A8::L60 TFSI QUATTRO (4-seater), , , , 
5,아우디 A8::L60 TDI QUATTRO (5-seater), , , , 
6,아우디 A8::L60 TDI QUATTRO (4-seater), , , , 
7,아우디 A8::L W12 6.3 FSI QUATTRO, , , , 
1,아우디 A8::4.0 TFSi QUATTRO, , , , 
1,시트로엥 DS5::2.0 HDi Chic+,"4,530","1,870","1,510","2,725"
2,시트로엥 DS5::2.0 HDi So Chic,"4,530","1,870","1,510","2,725"
3,시트로엥 DS5::2.0 HDi Executive,"4,530","1,870","1,510","2,725"
1,페라리 California T::3.8 V8,"4,570","1,910","1,322","2,670"
1,쉐보레 트랙스::LS,"4,245","1,775","1,670","2,555"
